version,table,ordinal,column,type,nullable,is_pk
v5.5,DISPATCHREGIONSUM,53,RAISE60SECSUPPLYPRICE,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,54,RAISE6SECDISPATCH,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,55,RAISE6SECIMPORT,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,56,RAISE6SECLOCALDISPATCH,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,57,RAISE6SECLOCALPRICE,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,58,RAISE6SECLOCALREQ,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,59,RAISE6SECPRICE,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,60,RAISE6SECREQ,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,61,RAISE6SECSUPPLYPRICE,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,62,AGGEGATEDISPATCHERROR,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,63,AGGREGATEDISPATCHERROR,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,64,LASTCHANGED,datetime,1,0
v5.5,DISPATCHREGIONSUM,65,INITIALSUPPLY,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,66,CLEAREDSUPPLY,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,67,LOWERREGIMPORT,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,68,LOWERREGLOCALDISPATCH,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,69,LOWERREGLOCALREQ,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,70,LOWERREGREQ,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,71,RAISEREGIMPORT,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,72,RAISEREGLOCALDISPATCH,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,73,RAISEREGLOCALREQ,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,74,RAISEREGREQ,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,75,RAISE5MINLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,76,RAISEREGLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,77,RAISE60SECLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,78,RAISE6SECLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,79,LOWER5MINLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,80,LOWERREGLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,81,LOWER60SECLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,82,LOWER6SECLOCALVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,83,RAISE5MINVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,84,RAISEREGVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,85,RAISE60SECVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,86,RAISE6SECVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,87,LOWER5MINVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,88,LOWERREGVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,89,LOWER60SECVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,90,LOWER6SECVIOLATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,91,RAISE6SECACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,92,RAISE60SECACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,93,RAISE5MINACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,94,RAISEREGACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,95,LOWER6SECACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,96,LOWER60SECACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,97,LOWER5MINACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,98,LOWERREGACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,99,LORSURPLUS,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,100,LRCSURPLUS,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,101,TOTALINTERMITTENTGENERATION,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,102,DEMAND_AND_NONSCHEDGEN,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,103,UIGF,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,104,SEMISCHEDULE_CLEAREDMW,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,105,SEMISCHEDULE_COMPLIANCEMW,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,106,SS_SOLAR_UIGF,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,107,SS_WIND_UIGF,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,108,SS_SOLAR_CLEAREDMW,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,109,SS_WIND_CLEAREDMW,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,110,SS_SOLAR_COMPLIANCEMW,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,111,SS_WIND_COMPLIANCEMW,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,112,WDR_INITIALMW,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,113,WDR_AVAILABLE,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,114,WDR_DISPATCHED,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,115,SS_SOLAR_AVAILABILITY,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,116,SS_WIND_AVAILABILITY,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,117,RAISE1SECLOCALDISPATCH,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,118,LOWER1SECLOCALDISPATCH,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,119,RAISE1SECACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,120,LOWER1SECACTUALAVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCHREGIONSUM,121,BDU_ENERGY_STORAGE,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,122,BDU_MIN_AVAIL,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,123,BDU_MAX_AVAIL,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,124,BDU_CLEAREDMW_GEN,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,125,BDU_CLEAREDMW_LOAD,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,126,BDU_INITIAL_ENERGY_STORAGE,"numeric(15,5)",1,0
v5.5,DISPATCHREGIONSUM,127,DECGEN_INITIAL_ENERGY_STORAGE,"numeric(15,5)",1,0
v5.5,DISPATCHTRK,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCHTRK,2,RUNNO,"numeric(3,0)",0,1
v5.5,DISPATCHTRK,3,REASON,varchar(64),1,0
v5.5,DISPATCHTRK,4,SPDRUNNO,"numeric(3,0)",1,0
v5.5,DISPATCHTRK,5,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,2,RUNNO,numeric(3),0,1
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,3,INTERVENTION,numeric(2),0,1
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,4,CONSTRAINTID,varchar(20),0,1
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,5,VERSIONNO,numeric(3),0,1
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,6,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,7,RHS,"numeric(15,5)",1,0
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,8,MARGINALVALUE,"numeric(15,5)",1,0
v5.5,DISPATCH_CONSTRAINT_FCAS_OCD,9,VIOLATIONDEGREE,"numeric(15,5)",1,0
v5.5,DISPATCH_FCAS_REQ,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_FCAS_REQ,2,RUNNO,"numeric(3,0)",0,1
v5.5,DISPATCH_FCAS_REQ,3,INTERVENTION,"numeric(2,0)",0,1
v5.5,DISPATCH_FCAS_REQ,4,GENCONID,varchar(20),0,1
v5.5,DISPATCH_FCAS_REQ,5,REGIONID,varchar(10),0,1
v5.5,DISPATCH_FCAS_REQ,6,BIDTYPE,varchar(10),0,1
v5.5,DISPATCH_FCAS_REQ,7,GENCONEFFECTIVEDATE,datetime,1,0
v5.5,DISPATCH_FCAS_REQ,8,GENCONVERSIONNO,"numeric(3,0)",1,0
v5.5,DISPATCH_FCAS_REQ,9,MARGINALVALUE,"numeric(16,6)",1,0
v5.5,DISPATCH_FCAS_REQ,10,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_FCAS_REQ,11,BASE_COST,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ,12,ADJUSTED_COST,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ,13,ESTIMATED_CMPF,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ,14,ESTIMATED_CRMPF,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ,15,RECOVERY_FACTOR_CMPF,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ,16,RECOVERY_FACTOR_CRMPF,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,1,RUN_DATETIME,datetime,0,1
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,2,RUNNO,numeric(5),0,1
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,3,INTERVAL_DATETIME,datetime,0,1
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,4,CONSTRAINTID,varchar(20),0,1
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,5,REGIONID,varchar(20),0,1
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,6,BIDTYPE,varchar(10),0,1
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,7,LHS,"numeric(15,5)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,8,RHS,"numeric(15,5)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,9,MARGINALVALUE,"numeric(15,5)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,10,RRP,"numeric(15,5)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,11,REGIONAL_ENABLEMENT,"numeric(15,5)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,12,CONSTRAINT_ENABLEMENT,"numeric(15,5)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,13,REGION_BASE_COST,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,14,BASE_COST,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,15,ADJUSTED_COST,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ_CONSTRAINT,16,P_REGULATION,"numeric(18,8)",1,0
v5.5,DISPATCH_FCAS_REQ_RUN,1,RUN_DATETIME,datetime,0,1
v5.5,DISPATCH_FCAS_REQ_RUN,2,RUNNO,numeric(5),0,1
v5.5,DISPATCH_FCAS_REQ_RUN,3,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_INTERCONNECTION,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_INTERCONNECTION,2,RUNNO,"numeric(3,0)",0,1
v5.5,DISPATCH_INTERCONNECTION,3,INTERVENTION,"numeric(2,0)",0,1
v5.5,DISPATCH_INTERCONNECTION,4,FROM_REGIONID,varchar(20),0,1
v5.5,DISPATCH_INTERCONNECTION,5,TO_REGIONID,varchar(20),0,1
v5.5,DISPATCH_INTERCONNECTION,6,DISPATCHINTERVAL,"numeric(22,0)",1,0
v5.5,DISPATCH_INTERCONNECTION,7,IRLF,"numeric(15,5)",1,0
v5.5,DISPATCH_INTERCONNECTION,8,MWFLOW,"numeric(16,6)",1,0
v5.5,DISPATCH_INTERCONNECTION,9,METEREDMWFLOW,"numeric(16,6)",1,0
v5.5,DISPATCH_INTERCONNECTION,10,FROM_REGION_MW_LOSSES,"numeric(16,6)",1,0
v5.5,DISPATCH_INTERCONNECTION,11,TO_REGION_MW_LOSSES,"numeric(16,6)",1,0
v5.5,DISPATCH_INTERCONNECTION,12,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_LOCAL_PRICE,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_LOCAL_PRICE,2,DUID,varchar(20),0,1
v5.5,DISPATCH_LOCAL_PRICE,3,LOCAL_PRICE_ADJUSTMENT,"numeric(10,2)",1,0
v5.5,DISPATCH_LOCAL_PRICE,4,LOCALLY_CONSTRAINED,"numeric(1,0)",1,0
v5.5,DISPATCH_MNSPBIDTRK,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_MNSPBIDTRK,2,RUNNO,"numeric(3,0)",0,1
v5.5,DISPATCH_MNSPBIDTRK,3,PARTICIPANTID,varchar(10),0,1
v5.5,DISPATCH_MNSPBIDTRK,4,LINKID,varchar(10),0,1
v5.5,DISPATCH_MNSPBIDTRK,5,OFFERSETTLEMENTDATE,datetime,1,0
v5.5,DISPATCH_MNSPBIDTRK,6,OFFEREFFECTIVEDATE,datetime,1,0
v5.5,DISPATCH_MNSPBIDTRK,7,OFFERVERSIONNO,"numeric(3,0)",1,0
v5.5,DISPATCH_MNSPBIDTRK,8,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_MR_SCHEDULE_TRK,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_MR_SCHEDULE_TRK,2,REGIONID,varchar(10),0,1
v5.5,DISPATCH_MR_SCHEDULE_TRK,3,MR_DATE,datetime,1,0
v5.5,DISPATCH_MR_SCHEDULE_TRK,4,VERSION_DATETIME,datetime,1,0
v5.5,DISPATCH_MR_SCHEDULE_TRK,5,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_PRICE_REVISION,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_PRICE_REVISION,2,RUNNO,"numeric(3,0)",0,1
v5.5,DISPATCH_PRICE_REVISION,3,INTERVENTION,"numeric(2,0)",0,1
v5.5,DISPATCH_PRICE_REVISION,4,REGIONID,varchar(10),0,1
v5.5,DISPATCH_PRICE_REVISION,5,BIDTYPE,varchar(10),0,1
v5.5,DISPATCH_PRICE_REVISION,6,VERSIONNO,numeric(3),0,1
v5.5,DISPATCH_PRICE_REVISION,7,RRP_NEW,"numeric(15,5)",1,0
v5.5,DISPATCH_PRICE_REVISION,8,RRP_OLD,"numeric(15,5)",1,0
v5.5,DISPATCH_PRICE_REVISION,9,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,1,INTERVAL_DATETIME,datetime,0,1
v5.5,DISPATCH_UNIT_CONFORMANCE,2,DUID,varchar(20),0,1
v5.5,DISPATCH_UNIT_CONFORMANCE,3,TOTALCLEARED,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,4,ACTUALMW,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,5,ROC,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,6,AVAILABILITY,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,7,LOWERREG,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,8,RAISEREG,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,9,STRIGLM,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,10,LTRIGLM,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,11,MWERROR,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,12,MAX_MWERROR,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,13,LECOUNT,numeric(6),1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,14,SECOUNT,numeric(6),1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,15,STATUS,varchar(20),1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,16,PARTICIPANT_STATUS_ACTION,varchar(100),1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,17,OPERATING_MODE,varchar(20),1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,18,LASTCHANGED,datetime,1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,19,ADG_ID,varchar(20),1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,20,SEMIDISPATCHCAP,"numeric(3,0)",1,0
v5.5,DISPATCH_UNIT_CONFORMANCE,21,CONFORMANCE_MODE,"numeric(6,0)",1,0
v5.5,DISPATCH_UNIT_SCADA,1,SETTLEMENTDATE,datetime,0,1
v5.5,DISPATCH_UNIT_SCADA,2,DUID,varchar(20),0,1
v5.5,DISPATCH_UNIT_SCADA,3,SCADAVALUE,"numeric(16,6)",1,0
v5.5,DISPATCH_UNIT_SCADA,4,LASTCHANGED,datetime,1,0
v5.5,DUALLOC,1,EFFECTIVEDATE,datetime,0,1
v5.5,DUALLOC,2,VERSIONNO,"numeric(3,0)",0,1
v5.5,DUALLOC,3,DUID,varchar(10),0,1
v5.5,DUALLOC,4,GENSETID,varchar(20),0,1
v5.5,DUALLOC,5,LASTCHANGED,datetime,1,0
v5.5,DUDETAIL,1,EFFECTIVEDATE,datetime,0,1
v5.5,DUDETAIL,2,DUID,varchar(10),0,1
v5.5,DUDETAIL,3,VERSIONNO,"numeric(3,0)",0,1
v5.5,DUDETAIL,4,CONNECTIONPOINTID,varchar(10),1,0
v5.5,DUDETAIL,5,VOLTLEVEL,varchar(10),1,0
v5.5,DUDETAIL,6,REGISTEREDCAPACITY,"numeric(6,0)",1,0
v5.5,DUDETAIL,7,AGCCAPABILITY,varchar(1),1,0
v5.5,DUDETAIL,8,DISPATCHTYPE,varchar(20),1,0
v5.5,DUDETAIL,9,MAXCAPACITY,"numeric(6,0)",1,0
v5.5,DUDETAIL,10,STARTTYPE,varchar(20),1,0
v5.5,DUDETAIL,11,NORMALLYONFLAG,varchar(1),1,0
v5.5,DUDETAIL,12,PHYSICALDETAILSFLAG,varchar(1),1,0
v5.5,DUDETAIL,13,SPINNINGRESERVEFLAG,varchar(1),1,0
v5.5,DUDETAIL,14,AUTHORISEDBY,varchar(15),1,0
v5.5,DUDETAIL,15,AUTHORISEDDATE,datetime,1,0
v5.5,DUDETAIL,16,LASTCHANGED,datetime,1,0
v5.5,DUDETAIL,17,INTERMITTENTFLAG,varchar(1),1,0
v5.5,DUDETAIL,18,SEMISCHEDULE_FLAG,varchar(1),1,0
v5.5,DUDETAIL,19,MAXRATEOFCHANGEUP,"numeric(6,0)",1,0
v5.5,DUDETAIL,20,MAXRATEOFCHANGEDOWN,"numeric(6,0)",1,0
v5.5,DUDETAIL,21,DISPATCHSUBTYPE,varchar(20),1,0
v5.5,DUDETAIL,22,ADG_ID,varchar(20),1,0
v5.5,DUDETAIL,23,MINCAPACITY,"numeric(6,0)",1,0
v5.5,DUDETAIL,24,REGISTEREDMINCAPACITY,"numeric(6,0)",1,0
v5.5,DUDETAIL,25,MAXRATEOFCHANGEUP_LOAD,"numeric(6,0)",1,0
v5.5,DUDETAIL,26,MAXRATEOFCHANGEDOWN_LOAD,"numeric(6,0)",1,0
v5.5,DUDETAIL,27,MAXSTORAGECAPACITY,"numeric(15,5)",1,0
v5.5,DUDETAIL,28,STORAGEIMPORTEFFICIENCYFACTOR,"numeric(15,5)",1,0
v5.5,DUDETAIL,29,STORAGEEXPORTEFFICIENCYFACTOR,"numeric(15,5)",1,0
v5.5,DUDETAIL,30,MIN_RAMP_RATE_UP,"numeric(6,0)",1,0
v5.5,DUDETAIL,31,MIN_RAMP_RATE_DOWN,"numeric(6,0)",1,0
v5.5,DUDETAIL,32,LOAD_MIN_RAMP_RATE_UP,"numeric(6,0)",1,0
v5.5,DUDETAIL,33,LOAD_MIN_RAMP_RATE_DOWN,"numeric(6,0)",1,0
v5.5,DUDETAIL,34,AGGREGATED,"numeric(1,0)",1,0
v5.5,DUDETAILSUMMARY,1,DUID,varchar(10),0,1
v5.5,DUDETAILSUMMARY,2,START_DATE,datetime,0,1
v5.5,DUDETAILSUMMARY,3,END_DATE,datetime,0,0
v5.5,DUDETAILSUMMARY,4,DISPATCHTYPE,varchar(20),1,0
v5.5,DUDETAILSUMMARY,5,CONNECTIONPOINTID,varchar(10),1,0
v5.5,DUDETAILSUMMARY,6,REGIONID,varchar(10),1,0
v5.5,DUDETAILSUMMARY,7,STATIONID,varchar(10),1,0
v5.5,DUDETAILSUMMARY,8,PARTICIPANTID,varchar(10),1,0
v5.5,DUDETAILSUMMARY,9,LASTCHANGED,datetime,1,0
v5.5,DUDETAILSUMMARY,10,TRANSMISSIONLOSSFACTOR,"numeric(15,5)",1,0
v5.5,DUDETAILSUMMARY,11,STARTTYPE,varchar(20),1,0
v5.5,DUDETAILSUMMARY,12,DISTRIBUTIONLOSSFACTOR,"numeric(15,5)",1,0
v5.5,DUDETAILSUMMARY,13,MINIMUM_ENERGY_PRICE,"numeric(9,2)",1,0
v5.5,DUDETAILSUMMARY,14,MAXIMUM_ENERGY_PRICE,"numeric(9,2)",1,0
v5.5,DUDETAILSUMMARY,15,SCHEDULE_TYPE,varchar(20),1,0
v5.5,DUDETAILSUMMARY,16,MIN_RAMP_RATE_UP,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,17,MIN_RAMP_RATE_DOWN,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,18,MAX_RAMP_RATE_UP,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,19,MAX_RAMP_RATE_DOWN,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,20,IS_AGGREGATED,"numeric(1,0)",1,0
v5.5,DUDETAILSUMMARY,21,DISPATCHSUBTYPE,varchar(20),1,0
v5.5,DUDETAILSUMMARY,22,ADG_ID,varchar(20),1,0
v5.5,DUDETAILSUMMARY,23,LOAD_MINIMUM_ENERGY_PRICE,"numeric(9,2)",1,0
v5.5,DUDETAILSUMMARY,24,LOAD_MAXIMUM_ENERGY_PRICE,"numeric(9,2)",1,0
v5.5,DUDETAILSUMMARY,25,LOAD_MIN_RAMP_RATE_UP,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,26,LOAD_MIN_RAMP_RATE_DOWN,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,27,LOAD_MAX_RAMP_RATE_UP,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,28,LOAD_MAX_RAMP_RATE_DOWN,"numeric(6,0)",1,0
v5.5,DUDETAILSUMMARY,29,SECONDARY_TLF,"numeric(18,8)",1,0
v5.5,EMSMASTER,1,SPD_ID,varchar(21),0,1
v5.5,EMSMASTER,2,SPD_TYPE,varchar(1),0,1
v5.5,EMSMASTER,3,DESCRIPTION,varchar(255),1,0
v5.5,EMSMASTER,4,GROUPING_ID,varchar(20),1,0
v5.5,EMSMASTER,5,LASTCHANGED,datetime,1,0
v5.5,FCAS_REGU_USAGE_FACTORS,1,EFFECTIVEDATE,datetime,0,1
v5.5,FCAS_REGU_USAGE_FACTORS,2,VERSIONNO,"numeric(3,0)",0,1
v5.5,FCAS_REGU_USAGE_FACTORS,3,REGIONID,varchar(20),0,1
v5.5,FCAS_REGU_USAGE_FACTORS,4,BIDTYPE,varchar(20),0,1
v5.5,FCAS_REGU_USAGE_FACTORS,5,PERIODID,"numeric(3,0)",0,1
v5.5,FCAS_REGU_USAGE_FACTORS,6,USAGE_FACTOR,"numeric(8,3)",1,0
v5.5,FCAS_REGU_USAGE_FACTORS,7,LASTCHANGED,datetime,1,0
v5.5,FCAS_REGU_USAGE_FACTORS_TRK,1,EFFECTIVEDATE,datetime,0,1
v5.5,FCAS_REGU_USAGE_FACTORS_TRK,2,VERSIONNO,"numeric(3,0)",0,1
v5.5,FCAS_REGU_USAGE_FACTORS_TRK,3,AUTHORISEDDATE,datetime,1,0
v5.5,FCAS_REGU_USAGE_FACTORS_TRK,4,LASTCHANGED,datetime,1,0
v5.5,FORCEMAJEURE,1,FMID,varchar(10),0,1
v5.5,FORCEMAJEURE,2,STARTDATE,datetime,1,0
v5.5,FORCEMAJEURE,3,STARTPERIOD,"numeric(3,0)",1,0
v5.5,FORCEMAJEURE,4,ENDDATE,datetime,1,0
v5.5,FORCEMAJEURE,5,ENDPERIOD,"numeric(3,0)",1,0
v5.5,FORCEMAJEURE,6,APCSTARTDATE,datetime,1,0
v5.5,FORCEMAJEURE,7,STARTAUTHORISEDBY,varchar(15),1,0
v5.5,FORCEMAJEURE,8,ENDAUTHORISEDBY,varchar(15),1,0
v5.5,FORCEMAJEURE,9,LASTCHANGED,datetime,1,0
v5.5,FORCEMAJEUREREGION,1,FMID,varchar(10),0,1
v5.5,FORCEMAJEUREREGION,2,REGIONID,varchar(10),0,1
v5.5,FORCEMAJEUREREGION,3,LASTCHANGED,datetime,1,0
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,1,INTERVAL_DATETIME,datetime,0,1
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,2,MEASUREMENT_DATETIME,datetime,0,1
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,3,CONSTRAINTID,varchar(20),0,1
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,4,VERSIONNO,numeric(5),0,1
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,5,BIDTYPE,varchar(10),1,0
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,6,FM_RAISE_HZ,"numeric(18,8)",1,0
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,7,FM_LOWER_HZ,"numeric(18,8)",1,0
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,8,USED_IN_RCR_FLAG,numeric(5),1,0
v5.5,FPP_CONSTRAINT_FREQ_MEASURE,9,CORRELATION_FLAG,numeric(5),1,0
v5.5,FPP_CONTRIBUTION_FACTOR,1,INTERVAL_DATETIME,datetime,0,1
v5.5,FPP_CONTRIBUTION_FACTOR,2,CONSTRAINTID,varchar(20),0,1
v5.5,FPP_CONTRIBUTION_FACTOR,3,FPP_UNITID,varchar(20),0,1
v5.5,FPP_CONTRIBUTION_FACTOR,4,VERSIONNO,numeric(5),0,1
v5.5,FPP_CONTRIBUTION_FACTOR,5,BIDTYPE,varchar(10),1,0
v5.5,FPP_CONTRIBUTION_FACTOR,6,CONTRIBUTION_FACTOR,"numeric(18,8)",1,0
