version,table,ordinal,column,type,nullable,is_pk
v5.2,ADG_DETAIL,1,ADG_ID,varchar(20),0,1
v5.2,ADG_DETAIL,2,EFFECTIVEDATE,datetime,0,1
v5.2,ADG_DETAIL,3,VERSION_DATETIME,datetime,0,1
v5.2,ADG_DETAIL,4,ADG_TYPE,varchar(20),1,0
v5.2,ADG_DETAIL,5,AUTHORISEDDATE,datetime,1,0
v5.2,ADG_DETAIL,6,AUTHORISEDBY,varchar(15),1,0
v5.2,ADG_DETAIL,7,LASTCHANGED,datetime,1,0
v5.2,AGGREGATE_DISPATCH_GROUP,1,ADG_ID,varchar(20),0,1
v5.2,AGGREGATE_DISPATCH_GROUP,2,COMMENTS,varchar(100),1,0
v5.2,AGGREGATE_DISPATCH_GROUP,3,LASTCHANGED,datetime,1,0
v5.2,ANCILLARY_RECOVERY_SPLIT,1,EFFECTIVEDATE,datetime,0,1
v5.2,ANCILLARY_RECOVERY_SPLIT,2,VERSIONNO,"numeric(3,0)",0,1
v5.2,ANCILLARY_RECOVERY_SPLIT,3,SERVICE,varchar(10),0,1
v5.2,ANCILLARY_RECOVERY_SPLIT,4,PAYMENTTYPE,varchar(20),0,1
v5.2,ANCILLARY_RECOVERY_SPLIT,5,CUSTOMER_PORTION,"numeric(8,5)",1,0
v5.2,ANCILLARY_RECOVERY_SPLIT,6,LASTCHANGED,datetime,1,0
v5.2,APCCOMP,1,APCID,varchar(10),0,1
v5.2,APCCOMP,2,REGIONID,varchar(10),1,0
v5.2,APCCOMP,3,STARTDATE,datetime,1,0
v5.2,APCCOMP,4,STARTPERIOD,"numeric(3,0)",1,0
v5.2,APCCOMP,5,ENDDATE,datetime,1,0
v5.2,APCCOMP,6,ENDPERIOD,"numeric(3,0)",1,0
v5.2,APCCOMP,7,LASTCHANGED,datetime,1,0
v5.2,APCCOMPAMOUNT,1,APCID,varchar(10),0,1
v5.2,APCCOMPAMOUNT,2,PARTICIPANTID,varchar(10),0,1
v5.2,APCCOMPAMOUNT,3,VERSIONNO,"numeric(3,0)",0,1
v5.2,APCCOMPAMOUNT,4,PERIODID,"numeric(6,0)",0,1
v5.2,APCCOMPAMOUNT,5,AMOUNT,"numeric(15,5)",1,0
v5.2,APCCOMPAMOUNT,6,LASTCHANGED,datetime,1,0
v5.2,APCCOMPAMOUNTTRK,1,APCID,varchar(10),0,1
v5.2,APCCOMPAMOUNTTRK,2,VERSIONNO,"numeric(3,0)",0,1
v5.2,APCCOMPAMOUNTTRK,3,AUTHORISEDBY,varchar(10),1,0
v5.2,APCCOMPAMOUNTTRK,4,AUTHORISEDDATE,datetime,1,0
v5.2,APCCOMPAMOUNTTRK,5,LASTCHANGED,datetime,1,0
v5.2,APEVENT,1,APEVENTID,"numeric(22,0)",0,1
v5.2,APEVENT,2,EFFECTIVEFROMINTERVAL,datetime,1,0
v5.2,APEVENT,3,EFFECTIVETOINTERVAL,datetime,1,0
v5.2,APEVENT,4,REASON,varchar(2000),1,0
v5.2,APEVENT,5,STARTAUTHORISEDBY,varchar(15),1,0
v5.2,APEVENT,6,STARTAUTHORISEDDATE,datetime,1,0
v5.2,APEVENT,7,ENDAUTHORISEDBY,varchar(15),1,0
v5.2,APEVENT,8,ENDAUTHORISEDDATE,datetime,1,0
v5.2,APEVENT,9,LASTCHANGED,datetime,1,0
v5.2,APEVENTREGION,1,APEVENTID,"numeric(22,0)",0,1
v5.2,APEVENTREGION,2,REGIONID,varchar(10),0,1
v5.2,APEVENTREGION,3,LASTCHANGED,datetime,1,0
v5.2,APEVENTREGION,4,ENERGYAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,5,RAISE6SECAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,6,RAISE60SECAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,7,RAISE5MINAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,8,RAISEREGAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,9,LOWER6SECAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,10,LOWER60SECAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,11,LOWER5MINAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,12,LOWERREGAPFLAG,"numeric(1,0)",1,0
v5.2,APEVENTREGION,13,RAISE1SECAPFLAG,"numeric(3,0)",1,0
v5.2,APEVENTREGION,14,LOWER1SECAPFLAG,"numeric(3,0)",1,0
v5.2,AUCTION,1,AUCTIONID,varchar(30),0,1
v5.2,AUCTION,2,AUCTIONDATE,datetime,1,0
v5.2,AUCTION,3,NOTIFYDATE,datetime,1,0
v5.2,AUCTION,4,STARTDATE,datetime,1,0
v5.2,AUCTION,5,ENDDATE,datetime,1,0
v5.2,AUCTION,6,DESCRIPTION,varchar(100),1,0
v5.2,AUCTION,7,AUTHORISEDDATE,datetime,1,0
v5.2,AUCTION,8,AUTHORISEDBY,varchar(30),1,0
v5.2,AUCTION,9,LASTCHANGED,datetime,1,0
v5.2,AUCTION_CALENDAR,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,AUCTION_CALENDAR,2,QUARTER,"numeric(1,0)",0,1
v5.2,AUCTION_CALENDAR,3,STARTDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,4,ENDDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,5,NOTIFYDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,6,PAYMENTDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,7,RECONCILIATIONDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,8,LASTCHANGED,datetime,1,0
v5.2,AUCTION_CALENDAR,9,PRELIMPURCHASESTMTDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,10,PRELIMPROCEEDSSTMTDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,11,FINALPURCHASESTMTDATE,datetime,1,0
v5.2,AUCTION_CALENDAR,12,FINALPROCEEDSSTMTDATE,datetime,1,0
v5.2,AUCTION_IC_ALLOCATIONS,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,AUCTION_IC_ALLOCATIONS,2,QUARTER,"numeric(1,0)",0,1
v5.2,AUCTION_IC_ALLOCATIONS,3,VERSIONNO,"numeric(3,0)",0,1
v5.2,AUCTION_IC_ALLOCATIONS,4,INTERCONNECTORID,varchar(10),0,1
v5.2,AUCTION_IC_ALLOCATIONS,5,FROMREGIONID,varchar(10),0,1
v5.2,AUCTION_IC_ALLOCATIONS,6,MAXIMUMUNITS,"numeric(5,0)",1,0
v5.2,AUCTION_IC_ALLOCATIONS,7,PROPORTION,"numeric(8,5)",1,0
v5.2,AUCTION_IC_ALLOCATIONS,8,AUCTIONFEE,"numeric(17,5)",1,0
v5.2,AUCTION_IC_ALLOCATIONS,9,CHANGEDATE,datetime,1,0
v5.2,AUCTION_IC_ALLOCATIONS,10,CHANGEDBY,varchar(15),1,0
v5.2,AUCTION_IC_ALLOCATIONS,11,LASTCHANGED,datetime,1,0
v5.2,AUCTION_IC_ALLOCATIONS,12,AUCTIONFEE_SALES,"numeric(18,8)",1,0
v5.2,AUCTION_REVENUE_ESTIMATE,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,AUCTION_REVENUE_ESTIMATE,2,QUARTER,"numeric(1,0)",0,1
v5.2,AUCTION_REVENUE_ESTIMATE,3,VALUATIONID,varchar(15),0,1
v5.2,AUCTION_REVENUE_ESTIMATE,4,VERSIONNO,"numeric(3,0)",0,1
v5.2,AUCTION_REVENUE_ESTIMATE,5,INTERCONNECTORID,varchar(10),0,1
v5.2,AUCTION_REVENUE_ESTIMATE,6,FROMREGIONID,varchar(10),0,1
v5.2,AUCTION_REVENUE_ESTIMATE,7,MONTHNO,"numeric(1,0)",0,1
v5.2,AUCTION_REVENUE_ESTIMATE,8,STARTDATE,datetime,1,0
v5.2,AUCTION_REVENUE_ESTIMATE,9,ENDDATE,datetime,1,0
v5.2,AUCTION_REVENUE_ESTIMATE,10,REVENUE,"numeric(17,5)",1,0
v5.2,AUCTION_REVENUE_ESTIMATE,11,LASTCHANGED,datetime,1,0
v5.2,AUCTION_REVENUE_TRACK,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,AUCTION_REVENUE_TRACK,2,QUARTER,"numeric(1,0)",0,1
v5.2,AUCTION_REVENUE_TRACK,3,VALUATIONID,varchar(15),0,1
v5.2,AUCTION_REVENUE_TRACK,4,VERSIONNO,"numeric(3,0)",0,1
v5.2,AUCTION_REVENUE_TRACK,5,EFFECTIVEDATE,datetime,1,0
v5.2,AUCTION_REVENUE_TRACK,6,STATUS,varchar(10),1,0
v5.2,AUCTION_REVENUE_TRACK,7,DOCUMENTREF,varchar(30),1,0
v5.2,AUCTION_REVENUE_TRACK,8,AUTHORISEDDATE,datetime,1,0
v5.2,AUCTION_REVENUE_TRACK,9,AUTHORISEDBY,varchar(15),1,0
v5.2,AUCTION_REVENUE_TRACK,10,LASTCHANGED,datetime,1,0
v5.2,AUCTION_RP_ESTIMATE,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,AUCTION_RP_ESTIMATE,2,QUARTER,"numeric(1,0)",0,1
v5.2,AUCTION_RP_ESTIMATE,3,VALUATIONID,varchar(15),0,1
v5.2,AUCTION_RP_ESTIMATE,4,VERSIONNO,"numeric(3,0)",0,1
v5.2,AUCTION_RP_ESTIMATE,5,INTERCONNECTORID,varchar(10),0,1
v5.2,AUCTION_RP_ESTIMATE,6,FROMREGIONID,varchar(10),0,1
v5.2,AUCTION_RP_ESTIMATE,7,RPESTIMATE,"numeric(17,5)",1,0
v5.2,AUCTION_RP_ESTIMATE,8,LASTCHANGED,datetime,1,0
v5.2,AUCTION_TRANCHE,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,AUCTION_TRANCHE,2,QUARTER,"numeric(1,0)",0,1
v5.2,AUCTION_TRANCHE,3,VERSIONNO,"numeric(3,0)",0,1
v5.2,AUCTION_TRANCHE,4,TRANCHE,"numeric(2,0)",0,1
v5.2,AUCTION_TRANCHE,5,AUCTIONDATE,datetime,1,0
v5.2,AUCTION_TRANCHE,6,NOTIFYDATE,datetime,1,0
v5.2,AUCTION_TRANCHE,7,UNITALLOCATION,"numeric(18,8)",1,0
v5.2,AUCTION_TRANCHE,8,CHANGEDATE,datetime,1,0
v5.2,AUCTION_TRANCHE,9,CHANGEDBY,varchar(15),1,0
v5.2,AUCTION_TRANCHE,10,LASTCHANGED,datetime,1,0
v5.2,AVERAGEPRICE30,1,PERIODDATE,datetime,0,1
v5.2,AVERAGEPRICE30,2,REGIONID,varchar(10),0,1
v5.2,AVERAGEPRICE30,3,PERIODID,"numeric(3,0)",0,0
v5.2,AVERAGEPRICE30,4,RRP,"numeric(15,5)",1,0
v5.2,AVERAGEPRICE30,5,PRICE_CONFIDENCE,varchar(20),1,0
v5.2,AVERAGEPRICE30,6,LASTCHANGED,datetime,1,0
v5.2,BIDDAYOFFER,1,DUID,varchar(10),0,1
v5.2,BIDDAYOFFER,2,BIDTYPE,varchar(10),0,1
v5.2,BIDDAYOFFER,3,SETTLEMENTDATE,datetime,0,1
v5.2,BIDDAYOFFER,4,OFFERDATE,datetime,0,1
v5.2,BIDDAYOFFER,5,VERSIONNO,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER,6,PARTICIPANTID,varchar(10),1,0
v5.2,BIDDAYOFFER,7,DAILYENERGYCONSTRAINT,"numeric(12,6)",1,0
v5.2,BIDDAYOFFER,8,REBIDEXPLANATION,varchar(500),1,0
v5.2,BIDDAYOFFER,9,PRICEBAND1,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,10,PRICEBAND2,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,11,PRICEBAND3,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,12,PRICEBAND4,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,13,PRICEBAND5,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,14,PRICEBAND6,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,15,PRICEBAND7,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,16,PRICEBAND8,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,17,PRICEBAND9,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,18,PRICEBAND10,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER,19,MINIMUMLOAD,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER,20,T1,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER,21,T2,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER,22,T3,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER,23,T4,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER,24,NORMALSTATUS,varchar(3),1,0
v5.2,BIDDAYOFFER,25,LASTCHANGED,datetime,1,0
v5.2,BIDDAYOFFER,26,MR_FACTOR,"numeric(16,6)",1,0
v5.2,BIDDAYOFFER,27,ENTRYTYPE,varchar(20),1,0
v5.2,BIDDAYOFFER,28,REBID_EVENT_TIME,varchar(20),1,0
v5.2,BIDDAYOFFER,29,REBID_AWARE_TIME,varchar(20),1,0
v5.2,BIDDAYOFFER,30,REBID_DECISION_TIME,varchar(20),1,0
v5.2,BIDDAYOFFER,31,REBID_CATEGORY,varchar(1),1,0
v5.2,BIDDAYOFFER,32,REFERENCE_ID,varchar(100),1,0
v5.2,BIDDAYOFFER_D,1,SETTLEMENTDATE,datetime,0,1
v5.2,BIDDAYOFFER_D,2,DUID,varchar(10),0,1
v5.2,BIDDAYOFFER_D,3,BIDTYPE,varchar(10),0,1
v5.2,BIDDAYOFFER_D,4,BIDSETTLEMENTDATE,datetime,1,0
v5.2,BIDDAYOFFER_D,5,OFFERDATE,datetime,1,0
v5.2,BIDDAYOFFER_D,6,VERSIONNO,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER_D,7,PARTICIPANTID,varchar(10),1,0
v5.2,BIDDAYOFFER_D,8,DAILYENERGYCONSTRAINT,"numeric(12,6)",1,0
v5.2,BIDDAYOFFER_D,9,REBIDEXPLANATION,varchar(500),1,0
v5.2,BIDDAYOFFER_D,10,PRICEBAND1,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,11,PRICEBAND2,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,12,PRICEBAND3,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,13,PRICEBAND4,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,14,PRICEBAND5,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,15,PRICEBAND6,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,16,PRICEBAND7,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,17,PRICEBAND8,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,18,PRICEBAND9,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,19,PRICEBAND10,"numeric(9,2)",1,0
v5.2,BIDDAYOFFER_D,20,MINIMUMLOAD,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER_D,21,T1,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER_D,22,T2,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER_D,23,T3,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER_D,24,T4,"numeric(22,0)",1,0
v5.2,BIDDAYOFFER_D,25,NORMALSTATUS,varchar(3),1,0
v5.2,BIDDAYOFFER_D,26,LASTCHANGED,datetime,1,0
v5.2,BIDDAYOFFER_D,27,MR_FACTOR,"numeric(16,6)",1,0
v5.2,BIDDAYOFFER_D,28,ENTRYTYPE,varchar(20),1,0
v5.2,BIDDUIDDETAILS,1,DUID,varchar(10),0,1
v5.2,BIDDUIDDETAILS,2,EFFECTIVEDATE,datetime,0,1
v5.2,BIDDUIDDETAILS,3,VERSIONNO,"numeric(3,0)",0,1
v5.2,BIDDUIDDETAILS,4,BIDTYPE,varchar(10),0,1
v5.2,BIDDUIDDETAILS,5,MAXCAPACITY,"numeric(22,0)",1,0
v5.2,BIDDUIDDETAILS,6,MINENABLEMENTLEVEL,"numeric(22,0)",1,0
v5.2,BIDDUIDDETAILS,7,MAXENABLEMENTLEVEL,"numeric(22,0)",1,0
v5.2,BIDDUIDDETAILS,8,MAXLOWERANGLE,"numeric(3,0)",1,0
v5.2,BIDDUIDDETAILS,9,MAXUPPERANGLE,"numeric(3,0)",1,0
v5.2,BIDDUIDDETAILS,10,LASTCHANGED,datetime,1,0
v5.2,BIDDUIDDETAILSTRK,1,DUID,varchar(10),0,1
v5.2,BIDDUIDDETAILSTRK,2,EFFECTIVEDATE,datetime,0,1
v5.2,BIDDUIDDETAILSTRK,3,VERSIONNO,"numeric(3,0)",0,1
v5.2,BIDDUIDDETAILSTRK,4,AUTHORISEDDATE,datetime,1,0
v5.2,BIDDUIDDETAILSTRK,5,AUTHORISEDBY,varchar(15),1,0
v5.2,BIDDUIDDETAILSTRK,6,LASTCHANGED,datetime,1,0
v5.2,BIDOFFERFILETRK,1,PARTICIPANTID,varchar(10),0,1
v5.2,BIDOFFERFILETRK,2,OFFERDATE,datetime,0,1
v5.2,BIDOFFERFILETRK,3,FILENAME,varchar(80),0,0
v5.2,BIDOFFERFILETRK,4,STATUS,varchar(10),1,0
v5.2,BIDOFFERFILETRK,5,LASTCHANGED,datetime,1,0
v5.2,BIDOFFERFILETRK,6,AUTHORISEDBY,varchar(20),1,0
v5.2,BIDOFFERFILETRK,7,AUTHORISEDDATE,datetime,1,0
v5.2,BIDOFFERFILETRK,8,TRANSACTION_ID,varchar(100),1,0
v5.2,BIDOFFERFILETRK,9,REFERENCE_ID,varchar(100),1,0
v5.2,BIDOFFERFILETRK,10,SUBMISSION_TIMESTAMP,datetime,1,0
v5.2,BIDOFFERFILETRK,11,COMMENTS,varchar(1000),1,0
v5.2,BIDOFFERFILETRK,12,SUBMISSION_METHOD,varchar(20),1,0
v5.2,BIDOFFERPERIOD,1,DUID,varchar(20),0,1
v5.2,BIDOFFERPERIOD,2,BIDTYPE,varchar(10),0,1
v5.2,BIDOFFERPERIOD,3,TRADINGDATE,datetime,0,1
v5.2,BIDOFFERPERIOD,4,OFFERDATETIME,datetime,0,1
v5.2,BIDOFFERPERIOD,5,PERIODID,"numeric(3,0)",0,1
v5.2,BIDOFFERPERIOD,6,MAXAVAIL,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,7,FIXEDLOAD,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,8,RAMPUPRATE,numeric(6),1,0
v5.2,BIDOFFERPERIOD,9,RAMPDOWNRATE,numeric(6),1,0
v5.2,BIDOFFERPERIOD,10,ENABLEMENTMIN,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,11,ENABLEMENTMAX,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,12,LOWBREAKPOINT,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,13,HIGHBREAKPOINT,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,14,BANDAVAIL1,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,15,BANDAVAIL2,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,16,BANDAVAIL3,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,17,BANDAVAIL4,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,18,BANDAVAIL5,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,19,BANDAVAIL6,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,20,BANDAVAIL7,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,21,BANDAVAIL8,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,22,BANDAVAIL9,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,23,BANDAVAIL10,"numeric(8,3)",1,0
v5.2,BIDOFFERPERIOD,24,PASAAVAILABILITY,"numeric(8,3)",1,0
v5.2,BIDPEROFFER,1,DUID,varchar(10),0,1
v5.2,BIDPEROFFER,2,BIDTYPE,varchar(10),0,1
v5.2,BIDPEROFFER,3,SETTLEMENTDATE,datetime,0,1
v5.2,BIDPEROFFER,4,OFFERDATE,datetime,0,1
v5.2,BIDPEROFFER,5,PERIODID,"numeric(22,0)",0,1
v5.2,BIDPEROFFER,6,VERSIONNO,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,7,MAXAVAIL,"numeric(12,6)",1,0
v5.2,BIDPEROFFER,8,FIXEDLOAD,"numeric(12,6)",1,0
v5.2,BIDPEROFFER,9,ROCUP,"numeric(6,0)",1,0
v5.2,BIDPEROFFER,10,ROCDOWN,"numeric(6,0)",1,0
v5.2,BIDPEROFFER,11,ENABLEMENTMIN,"numeric(6,0)",1,0
v5.2,BIDPEROFFER,12,ENABLEMENTMAX,"numeric(6,0)",1,0
v5.2,BIDPEROFFER,13,LOWBREAKPOINT,"numeric(6,0)",1,0
v5.2,BIDPEROFFER,14,HIGHBREAKPOINT,"numeric(6,0)",1,0
v5.2,BIDPEROFFER,15,BANDAVAIL1,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,16,BANDAVAIL2,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,17,BANDAVAIL3,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,18,BANDAVAIL4,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,19,BANDAVAIL5,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,20,BANDAVAIL6,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,21,BANDAVAIL7,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,22,BANDAVAIL8,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,23,BANDAVAIL9,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,24,BANDAVAIL10,"numeric(22,0)",1,0
v5.2,BIDPEROFFER,25,LASTCHANGED,datetime,1,0
v5.2,BIDPEROFFER,26,PASAAVAILABILITY,"numeric(12,0)",1,0
v5.2,BIDPEROFFER,27,MR_CAPACITY,"numeric(6,0)",1,0
v5.2,BIDPEROFFER_D,1,SETTLEMENTDATE,datetime,0,1
v5.2,BIDPEROFFER_D,2,DUID,varchar(10),0,1
v5.2,BIDPEROFFER_D,3,BIDTYPE,varchar(10),0,1
v5.2,BIDPEROFFER_D,4,BIDSETTLEMENTDATE,datetime,1,0
v5.2,BIDPEROFFER_D,5,OFFERDATE,datetime,1,0
v5.2,BIDPEROFFER_D,6,PERIODID,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,7,VERSIONNO,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,8,MAXAVAIL,"numeric(12,6)",1,0
v5.2,BIDPEROFFER_D,9,FIXEDLOAD,"numeric(12,6)",1,0
v5.2,BIDPEROFFER_D,10,ROCUP,"numeric(6,0)",1,0
v5.2,BIDPEROFFER_D,11,ROCDOWN,"numeric(6,0)",1,0
v5.2,BIDPEROFFER_D,12,ENABLEMENTMIN,"numeric(6,0)",1,0
v5.2,BIDPEROFFER_D,13,ENABLEMENTMAX,"numeric(6,0)",1,0
v5.2,BIDPEROFFER_D,14,LOWBREAKPOINT,"numeric(6,0)",1,0
v5.2,BIDPEROFFER_D,15,HIGHBREAKPOINT,"numeric(6,0)",1,0
v5.2,BIDPEROFFER_D,16,BANDAVAIL1,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,17,BANDAVAIL2,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,18,BANDAVAIL3,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,19,BANDAVAIL4,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,20,BANDAVAIL5,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,21,BANDAVAIL6,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,22,BANDAVAIL7,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,23,BANDAVAIL8,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,24,BANDAVAIL9,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,25,BANDAVAIL10,"numeric(22,0)",1,0
v5.2,BIDPEROFFER_D,26,LASTCHANGED,datetime,1,0
v5.2,BIDPEROFFER_D,27,PASAAVAILABILITY,"numeric(12,0)",1,0
v5.2,BIDPEROFFER_D,28,INTERVAL_DATETIME,datetime,0,1
v5.2,BIDPEROFFER_D,29,MR_CAPACITY,"numeric(6,0)",1,0
v5.2,BIDTYPES,1,BIDTYPE,varchar(10),0,1
v5.2,BIDTYPES,2,EFFECTIVEDATE,datetime,0,1
v5.2,BIDTYPES,3,VERSIONNO,"numeric(3,0)",0,1
v5.2,BIDTYPES,4,DESCRIPTION,varchar(64),1,0
v5.2,BIDTYPES,5,NUMBEROFBANDS,"numeric(3,0)",1,0
v5.2,BIDTYPES,6,NUMDAYSAHEADPRICELOCKED,"numeric(2,0)",1,0
v5.2,BIDTYPES,7,VALIDATIONRULE,varchar(10),1,0
v5.2,BIDTYPES,8,LASTCHANGED,datetime,1,0
v5.2,BIDTYPES,9,SPDALIAS,varchar(10),1,0
v5.2,BIDTYPESTRK,1,EFFECTIVEDATE,datetime,0,1
v5.2,BIDTYPESTRK,2,VERSIONNO,"numeric(3,0)",0,1
v5.2,BIDTYPESTRK,3,AUTHORISEDDATE,datetime,1,0
v5.2,BIDTYPESTRK,4,AUTHORISEDBY,varchar(15),1,0
v5.2,BIDTYPESTRK,5,LASTCHANGED,datetime,1,0
v5.2,BILLADJUSTMENTS,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,BILLADJUSTMENTS,2,WEEKNO,"numeric(3,0)",0,1
v5.2,BILLADJUSTMENTS,3,BILLRUNNO,"numeric(3,0)",1,0
v5.2,BILLADJUSTMENTS,4,PARTICIPANTID,varchar(10),0,1
v5.2,BILLADJUSTMENTS,5,PARTICIPANTTYPE,varchar(10),1,0
v5.2,BILLADJUSTMENTS,6,ADJCONTRACTYEAR,"numeric(4,0)",0,1
v5.2,BILLADJUSTMENTS,7,ADJWEEKNO,"numeric(3,0)",0,1
v5.2,BILLADJUSTMENTS,8,ADJBILLRUNNO,"numeric(3,0)",0,1
v5.2,BILLADJUSTMENTS,9,PREVAMOUNT,"numeric(16,6)",1,0
v5.2,BILLADJUSTMENTS,10,ADJAMOUNT,"numeric(16,6)",1,0
v5.2,BILLADJUSTMENTS,11,LASTCHANGED,datetime,1,0
v5.2,BILLADJUSTMENTS,12,LRS,"numeric(15,5)",1,0
v5.2,BILLADJUSTMENTS,13,PRS,"numeric(15,5)",1,0
v5.2,BILLADJUSTMENTS,14,OFS,"numeric(15,5)",1,0
v5.2,BILLADJUSTMENTS,15,IRN,"numeric(15,5)",1,0
v5.2,BILLADJUSTMENTS,16,IRP,"numeric(15,5)",1,0
v5.2,BILLADJUSTMENTS,17,INTERESTAMOUNT,"numeric(15,5)",1,0
v5.2,BILLINGAPCCOMPENSATION,1,CONTRACTYEAR,"numeric(4,0)",0,1
v5.2,BILLINGAPCCOMPENSATION,2,WEEKNO,"numeric(3,0)",0,1
v5.2,BILLINGAPCCOMPENSATION,3,BILLRUNNO,"numeric(3,0)",0,1
v5.2,BILLINGAPCCOMPENSATION,4,PARTICIPANTID,varchar(10),0,1
v5.2,BILLINGAPCCOMPENSATION,5,REGIONID,varchar(10),0,1
v5.2,BILLINGAPCCOMPENSATION,6,APCCOMPENSATION,"numeric(15,5)",1,0
v5.2,BILLINGAPCCOMPENSATION,7,LASTCHANGED,datetime,1,0
v5.2,BILLINGAPCRECOVERY,1,CONTRACTYEAR,"numeric(4,0)",0,1
