repo,retention_tier,intra_repo_id,path_template_labeled,path_template,filename_template,filename_regex,sample_filename,anomaly,file_count_snapshot,first_seen_snapshot,last_seen_snapshot
Reports,CURRENT,STTM,/Reports/CURRENT/STTM/MOS Estimates/,/Reports/CURRENT/STTM/MOS%<d2>Estimates/,MOS_Estimates_and_Supporting_Data_{d1}Mar{year1}_to_{d2}Feb{year2}.zip,MOS_Estimates_and_Supporting_Data_\d{1}Mar\d{4}_to_\d{2}Feb\d{4}\.zip,MOS_Estimates_and_Supporting_Data_1Mar2011_to_29Feb2012.zip,,4,2016-09-29T22:15:00,2016-09-29T22:15:00
Reports,CURRENT,STTM,/Reports/CURRENT/STTM/MOS Estimates/,/Reports/CURRENT/STTM/MOS%<d2>Estimates/,MOS_Period_Jun_{year1}-Aug_{year2}-MOS_Estimates_Report.pdf,MOS_Period_Jun_\d{4}\-Aug_\d{4}\-MOS_Estimates_Report\.pdf,MOS_Period_Jun_2016-Aug_2016-MOS_Estimates_Report.pdf,,1,2016-09-29T22:15:00,2016-09-29T22:15:00
Reports,CURRENT,STTM,/Reports/CURRENT/STTM/MOS Estimates/,/Reports/CURRENT/STTM/MOS%<d2>Estimates/,MOS_Period_Sep_{year1}-Nov_{year2}-MOS_Estimates_Report.pdf,MOS_Period_Sep_\d{4}\-Nov_\d{4}\-MOS_Estimates_Report\.pdf,MOS_Period_Sep_2016-Nov_2016-MOS_Estimates_Report.pdf,,1,2016-09-29T22:15:00,2016-09-29T22:15:00
Reports,CURRENT,STTM,/Reports/CURRENT/STTM/MOS Estimates/,/Reports/CURRENT/STTM/MOS%<d2>Estimates/,SupportingData_{d21}Mar_{d22}May_{year}.xlsx,SupportingData_\d{2}Mar_\d{2}May_\d{4}\.xlsx,SupportingData_01Mar_31May_2016.xlsx,,1,2016-09-29T22:15:00,2016-09-29T22:15:00
Reports,CURRENT,Settlements,/Reports/CURRENT/Settlements/,/Reports/CURRENT/Settlements/,PUBLIC_SETTLEMENTS_EXTN_{datetime}_{aemo_id}.zip,PUBLIC_SETTLEMENTS_EXTN_\d{14}_\d{16}\.zip,PUBLIC_SETTLEMENTS_EXTN_20260205085710_0000000501995342.zip,,22,2026-02-05T08:59:00,2026-04-24T12:38:00
Reports,CURRENT,Settlements,/Reports/CURRENT/Settlements/,/Reports/CURRENT/Settlements/,PUBLIC_SETTLEMENTS_{datetime}_{aemo_id}.zip,PUBLIC_SETTLEMENTS_\d{14}_\d{16}\.zip,PUBLIC_SETTLEMENTS_20170202011150_0000000280585184.zip,,5300,2017-02-02T01:13:00,2026-04-27T01:27:00
Reports,CURRENT,Short_Term_PASA_Reports,/Reports/CURRENT/Short_Term_PASA_Reports/,/Reports/CURRENT/Short_Term_PASA_Reports/,PUBLIC_STPASA_{timestamp}_{aemo_id}.zip,PUBLIC_STPASA_\d{12}_\d{16}\.zip,PUBLIC_STPASA_202602261400_0000000505265932.zip,,1440,2026-02-26T14:14:00,2026-04-27T13:16:00
Reports,CURRENT,SupplyDemand,/Reports/CURRENT/SupplyDemand/,/Reports/CURRENT/SupplyDemand/,NSW SUMMER OUTLOOK.PDF,NSW\ SUMMER\ OUTLOOK\.PDF,NSW SUMMER OUTLOOK.PDF,,1,2016-09-29T22:03:00,2016-09-29T22:03:00
Reports,CURRENT,SupplyDemand,/Reports/CURRENT/SupplyDemand/,/Reports/CURRENT/SupplyDemand/,QLD SUMMER OUTLOOK.PDF,QLD\ SUMMER\ OUTLOOK\.PDF,QLD SUMMER OUTLOOK.PDF,,1,2016-09-29T22:03:00,2016-09-29T22:03:00
Reports,CURRENT,SupplyDemand,/Reports/CURRENT/SupplyDemand/,/Reports/CURRENT/SupplyDemand/,TAS SUMMER OUTLOOK.PDF,TAS\ SUMMER\ OUTLOOK\.PDF,TAS SUMMER OUTLOOK.PDF,,1,2016-09-29T22:03:00,2016-09-29T22:03:00
Reports,CURRENT,SupplyDemand,/Reports/CURRENT/SupplyDemand/,/Reports/CURRENT/SupplyDemand/,VIC_SA SUMMER OUTLOOK.PDF,VIC_SA\ SUMMER\ OUTLOOK\.PDF,VIC_SA SUMMER OUTLOOK.PDF,,1,2016-09-29T22:03:00,2016-09-29T22:03:00
Reports,CURRENT,TradingIS_Reports,/Reports/CURRENT/TradingIS_Reports/,/Reports/CURRENT/TradingIS_Reports/,PUBLIC_TRADINGIS_{timestamp}_{aemo_id}.zip,PUBLIC_TRADINGIS_\d{12}_\d{16}\.zip,PUBLIC_TRADINGIS_202604131415_0000000512722539.zip,,4033,2026-04-13T14:12:00,2026-04-27T14:12:00
Reports,CURRENT,TradingIS_Reports,/Reports/CURRENT/TradingIS_Reports/DUPLICATE/,/Reports/CURRENT/TradingIS_Reports/DUPLICATE/,PUBLIC_TRADINGIS_{timestamp}_{aemo_id}.zip,PUBLIC_TRADINGIS_\d{12}_\d{16}\.zip,PUBLIC_TRADINGIS_202603031345_0000000506103565.zip,,1,2026-03-03T13:42:00,2026-03-03T13:42:00
Reports,CURRENT,Trading_Cumulative_Price,/Reports/CURRENT/Trading_Cumulative_Price/,/Reports/CURRENT/Trading_Cumulative_Price/,PUBLIC_TRADING_CUMULATIVE_PRICE_{timestamp}_{aemo_id}.zip,PUBLIC_TRADING_CUMULATIVE_PRICE_\d{12}_\d{16}\.zip,PUBLIC_TRADING_CUMULATIVE_PRICE_202604131415_0000000512722541.zip,,4032,2026-04-13T14:12:00,2026-04-27T14:12:00
Reports,CURRENT,Trading_Cumulative_Price,/Reports/CURRENT/Trading_Cumulative_Price/DUPLICATE/,/Reports/CURRENT/Trading_Cumulative_Price/DUPLICATE/,PUBLIC_TRADING_CUMULATIVE_PRICE_{timestamp}_{aemo_id}.zip,PUBLIC_TRADING_CUMULATIVE_PRICE_\d{12}_\d{16}\.zip,PUBLIC_TRADING_CUMULATIVE_PRICE_202008230200_0000000327476381.zip,,2,2020-08-23T01:55:00,2025-08-12T11:10:00
Reports,CURRENT,Trading_IRSR,/Reports/CURRENT/Trading_IRSR/,/Reports/CURRENT/Trading_IRSR/,PUBLIC_TRADING_IRSR_{timestamp}_{aemo_id}.zip,PUBLIC_TRADING_IRSR_\d{12}_\d{16}\.zip,PUBLIC_TRADING_IRSR_202604131415_0000000512722662.zip,,4033,2026-04-13T14:16:00,2026-04-27T14:12:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,CurrentDay.zip,CurrentDay\.zip,CurrentDay.zip,,1,2026-04-27T14:15:00,2026-04-27T14:15:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}A_V{d11}_DAILY_ZONAL_HEATING_{d12}.CSV,INT\d{3}A_V\d{1}_DAILY_ZONAL_HEATING_\d{1}\.CSV,INT139A_V4_DAILY_ZONAL_HEATING_1.CSV,,1,2026-04-27T11:42:00,2026-04-27T11:42:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}A_V{d11}_DAILY_ZONAL_HV_{d12}.CSV,INT\d{3}A_V\d{1}_DAILY_ZONAL_HV_\d{1}\.CSV,INT839A_V1_DAILY_ZONAL_HV_1.CSV,,1,2026-04-27T13:37:00,2026-04-27T13:37:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}A_V{d11}_EST_ANCILLARY_PAYMENTS_{d12}.CSV,INT\d{3}A_V\d{1}_EST_ANCILLARY_PAYMENTS_\d{1}\.CSV,INT117A_V4_EST_ANCILLARY_PAYMENTS_1.CSV,,1,2026-04-27T12:27:00,2026-04-27T12:27:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}A_V{d11}_SYSTEM_NOTICES_{d12}.CSV,INT\d{3}A_V\d{1}_SYSTEM_NOTICES_\d{1}\.CSV,INT029A_V4_SYSTEM_NOTICES_1.CSV,,2,2026-04-27T13:04:00,2026-04-27T13:31:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}A_V{d11}_UPLIFT_BREAKDOWN_SETT_{d12}.CSV,INT\d{3}A_V\d{1}_UPLIFT_BREAKDOWN_SETT_\d{1}\.CSV,INT322A_V4_UPLIFT_BREAKDOWN_SETT_1.CSV,,1,2026-04-27T11:06:00,2026-04-27T11:06:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}B_V{d11}_ANCILLARY_PAYMENTS_{d12}.CSV,INT\d{3}B_V\d{1}_ANCILLARY_PAYMENTS_\d{1}\.CSV,INT117B_V4_ANCILLARY_PAYMENTS_1.CSV,,1,2026-04-27T12:27:00,2026-04-27T12:27:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}B_V{d11}_INDICATIVE_LOCATIONAL_PRICE_{d12}.CSV,INT\d{3}B_V\d{1}_INDICATIVE_LOCATIONAL_PRICE_\d{1}\.CSV,INT039B_V4_INDICATIVE_LOCATIONAL_PRICE_1.CSV,,1,2026-04-27T13:50:00,2026-04-27T13:50:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}B_V{d11}_INDICATIVE_MKT_PRICE_{d12}.CSV,INT\d{3}B_V\d{1}_INDICATIVE_MKT_PRICE_\d{1}\.CSV,INT037B_V4_INDICATIVE_MKT_PRICE_1.CSV,,1,2026-04-27T13:31:00,2026-04-27T13:31:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}B_V{d11}_NFTC_{d12}.CSV,INT\d{3}B_V\d{1}_NFTC_\d{1}\.CSV,INT112B_V4_NFTC_1.CSV,,2,2026-04-27T13:00:00,2026-04-27T13:32:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}B_V{d11}_UPLIFT_BREAKDOWN_PRUD_{d12}.CSV,INT\d{3}B_V\d{1}_UPLIFT_BREAKDOWN_PRUD_\d{1}\.CSV,INT322B_V4_UPLIFT_BREAKDOWN_PRUD_1.CSV,,1,2026-04-27T13:18:00,2026-04-27T13:18:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}C_V{d11}_INDICATIVE_PRICE_{d12}.CSV,INT\d{3}C_V\d{1}_INDICATIVE_PRICE_\d{1}\.CSV,INT037C_V4_INDICATIVE_PRICE_1.CSV,,1,2026-04-27T13:50:00,2026-04-27T13:50:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}C_V{d11}_SSC_{d12}.CSV,INT\d{3}C_V\d{1}_SSC_\d{1}\.CSV,INT112C_V4_SSC_1.CSV,,1,2026-04-27T13:50:00,2026-04-27T13:50:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}D_V{d11}_ZFTC_{d12}.CSV,INT\d{3}D_V\d{1}_ZFTC_\d{1}\.CSV,INT112D_V4_ZFTC_1.CSV,,1,2026-04-27T13:32:00,2026-04-27T13:32:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_ACTUAL_LINEPACK_{d12}.CSV,INT\d{3}_V\d{1}_ACTUAL_LINEPACK_\d{1}\.CSV,INT128_V4_ACTUAL_LINEPACK_1.CSV,,1,2026-04-27T13:33:00,2026-04-27T13:33:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_AGG_AMDQ_TRANSFERRED_{d12}.CSV,INT\d{3}_V\d{1}_AGG_AMDQ_TRANSFERRED_\d{1}\.CSV,INT261_V4_AGG_AMDQ_TRANSFERRED_1.CSV,,1,2026-04-27T13:34:00,2026-04-27T13:34:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_BIDS_AT_BID_CUTOFF_TIMES_PREV_{d12}_{d13}.CSV,INT\d{3}_V\d{1}_BIDS_AT_BID_CUTOFF_TIMES_PREV_\d{1}_\d{1}\.CSV,INT131_V4_BIDS_AT_BID_CUTOFF_TIMES_PREV_2_1.CSV,,1,2026-04-27T10:46:00,2026-04-27T10:46:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_BMP_VERSION_NON_PTS_{d12}.CSV,INT\d{3}_V\d{1}_BMP_VERSION_NON_PTS_\d{1}\.CSV,INT438_V4_BMP_VERSION_NON_PTS_1.CSV,,1,2026-04-27T12:12:00,2026-04-27T12:12:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CCAUCTION_AUCTION_QTY_{d12}.CSV,INT\d{3}_V\d{1}_CCAUCTION_AUCTION_QTY_\d{1}\.CSV,INT343_V4_CCAUCTION_AUCTION_QTY_1.CSV,,1,2026-04-27T13:36:00,2026-04-27T13:36:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CCAUCTION_BID_STACK_{d12}.CSV,INT\d{3}_V\d{1}_CCAUCTION_BID_STACK_\d{1}\.CSV,INT339_V4_CCAUCTION_BID_STACK_1.CSV,,1,2026-04-27T09:27:00,2026-04-27T09:27:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CCAUCTION_QTY_WON_ALL_{d12}.CSV,INT\d{3}_V\d{1}_CCAUCTION_QTY_WON_ALL_\d{1}\.CSV,INT353_V4_CCAUCTION_QTY_WON_ALL_1.CSV,,1,2026-04-27T11:07:00,2026-04-27T11:07:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CCAUCTION_SYS_CAPABILITY_{d12}.CSV,INT\d{3}_V\d{1}_CCAUCTION_SYS_CAPABILITY_\d{1}\.CSV,INT342_V4_CCAUCTION_SYS_CAPABILITY_1.CSV,,1,2026-04-27T12:49:00,2026-04-27T12:49:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CCAUCTION_ZONE_{d12}.CSV,INT\d{3}_V\d{1}_CCAUCTION_ZONE_\d{1}\.CSV,INT345_V4_CCAUCTION_ZONE_1.CSV,,1,2026-04-27T10:17:00,2026-04-27T10:17:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CCREGISTRY_SUMMARY_{d12}.CSV,INT\d{3}_V\d{1}_CCREGISTRY_SUMMARY_\d{1}\.CSV,INT351_V4_CCREGISTRY_SUMMARY_1.CSV,,1,2026-04-27T11:52:00,2026-04-27T11:52:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CTM_TO_HV_ZONE_MAPPING_{d12}.CSV,INT\d{3}_V\d{1}_CTM_TO_HV_ZONE_MAPPING_\d{1}\.CSV,INT188_V4_CTM_TO_HV_ZONE_MAPPING_1.CSV,,1,2026-04-27T09:58:00,2026-04-27T09:58:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CUMULATIVE_PRICE_{d12}.CSV,INT\d{3}_V\d{1}_CUMULATIVE_PRICE_\d{1}\.CSV,INT199_V4_CUMULATIVE_PRICE_1.CSV,,1,2026-04-27T13:34:00,2026-04-27T13:34:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_CUSTOMER_TRANSFERS_{d12}.CSV,INT\d{3}_V\d{1}_CUSTOMER_TRANSFERS_\d{1}\.CSV,INT311_V5_CUSTOMER_TRANSFERS_1.CSV,,1,2026-04-27T11:26:00,2026-04-27T11:26:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_DAILY_ZONAL_HV_{d12}.CSV,INT\d{3}_V\d{1}_DAILY_ZONAL_HV_\d{1}\.CSV,INT539_V4_DAILY_ZONAL_HV_1.CSV,,1,2026-04-27T07:29:00,2026-04-27T07:29:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_DECLARED_DAILY_STATE_HEATING_VALUE_{d12}.CSV,INT\d{3}_V\d{1}_DECLARED_DAILY_STATE_HEATING_VALUE_\d{1}\.CSV,INT139_V4_DECLARED_DAILY_STATE_HEATING_VALUE_1.CSV,,1,2026-04-27T03:14:00,2026-04-27T03:14:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_DEMAND_FORECAST_RPT_{d12}.CSV,INT\d{3}_V\d{1}_DEMAND_FORECAST_RPT_\d{1}\.CSV,INT153_V4_DEMAND_FORECAST_RPT_1.CSV,,1,2026-04-27T13:33:00,2026-04-27T13:33:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_DFPC_{d12}.CSV,INT\d{3}_V\d{1}_DFPC_\d{1}\.CSV,INT112_V4_DFPC_1.CSV,,1,2026-04-27T13:32:00,2026-04-27T13:32:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_DFS_DATA_{d12}.CSV,INT\d{3}_V\d{1}_DFS_DATA_\d{1}\.CSV,INT126_V4_DFS_DATA_1.CSV,,1,2026-04-27T13:33:00,2026-04-27T13:33:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_EDDACT_{d12}.CSV,INT\d{3}_V\d{1}_EDDACT_\d{1}\.CSV,INT091_V4_EDDACT_1.CSV,,2,2026-04-27T11:08:00,2026-04-27T12:26:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_GAS_COMPOSITION_DATA_{d12}.CSV,INT\d{3}_V\d{1}_GAS_COMPOSITION_DATA_\d{1}\.CSV,INT176_V4_GAS_COMPOSITION_DATA_1.CSV,,1,2026-04-27T13:33:00,2026-04-27T13:33:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_GAS_CONSUMPTION_{d12}.CSV,INT\d{3}_V\d{1}_GAS_CONSUMPTION_\d{1}\.CSV,INT287_V4_GAS_CONSUMPTION_1.CSV,,1,2026-04-27T09:59:00,2026-04-27T09:59:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_HEATING_VALUES_{d12}.CSV,INT\d{3}_V\d{1}_HEATING_VALUES_\d{1}\.CSV,INT047_V4_HEATING_VALUES_1.CSV,,1,2026-04-27T11:40:00,2026-04-27T11:40:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_INJECTION_SCALING_FACTORS_{d12}.CSV,INT\d{3}_V\d{1}_INJECTION_SCALING_FACTORS_\d{1}\.CSV,INT597_V4_INJECTION_SCALING_FACTORS_1.CSV,,1,2026-04-27T13:03:00,2026-04-27T13:03:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_LATEST_NSL_NON_PTS_RPT_{d12}.CSV,INT\d{3}_V\d{1}_LATEST_NSL_NON_PTS_RPT_\d{1}\.CSV,INT471_V4_LATEST_NSL_NON_PTS_RPT_1.CSV,,1,2026-04-27T13:36:00,2026-04-27T13:36:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_LATEST_NSL_{d12}.CSV,INT\d{3}_V\d{1}_LATEST_NSL_\d{1}\.CSV,INT171_V4_LATEST_NSL_1.CSV,,2,2026-04-27T07:29:00,2026-04-27T14:09:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_LATEST_TOTAL_HOURLY_NSL_{d12}.CSV,INT\d{3}_V\d{1}_LATEST_TOTAL_HOURLY_NSL_\d{1}\.CSV,INT271_V4_LATEST_TOTAL_HOURLY_NSL_1.CSV,,1,2026-04-27T12:47:00,2026-04-27T12:47:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_LINEPACK_BALANCE_{d12}.CSV,INT\d{3}_V\d{1}_LINEPACK_BALANCE_\d{1}\.CSV,INT089_V4_LINEPACK_BALANCE_1.CSV,,1,2026-04-27T13:32:00,2026-04-27T13:32:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_LINEPACK_WITH_ZONES_{d12}.CSV,INT\d{3}_V\d{1}_LINEPACK_WITH_ZONES_\d{1}\.CSV,INT257_V4_LINEPACK_WITH_ZONES_1.CSV,,1,2026-04-27T13:53:00,2026-04-27T13:53:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_LNG_MONITOR_{d12}.CSV,INT\d{3}_V\d{1}_LNG_MONITOR_\d{1}\.CSV,INT263_V4_LNG_MONITOR_1.CSV,,1,2026-04-27T13:53:00,2026-04-27T13:53:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_MARKET_AND_REFERENCE_PRICES_{d12}.CSV,INT\d{3}_V\d{1}_MARKET_AND_REFERENCE_PRICES_\d{1}\.CSV,INT041_V4_MARKET_AND_REFERENCE_PRICES_1.CSV,,1,2026-04-27T12:44:00,2026-04-27T12:44:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_MCE_NODES_{d12}.CSV,INT\d{3}_V\d{1}_MCE_NODES_\d{1}\.CSV,INT258_V4_MCE_NODES_1.CSV,,1,2026-04-27T13:34:00,2026-04-27T13:34:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_NEWSTREETLISTING_{d12}.CSV,INT\d{3}_V\d{1}_NEWSTREETLISTING_\d{1}\.CSV,INT898_V1_NEWSTREETLISTING_1.CSV,,1,2026-04-27T09:46:00,2026-04-27T09:46:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_OPERATIONAL_METER_READINGS_{d12}.CSV,INT\d{3}_V\d{1}_OPERATIONAL_METER_READINGS_\d{1}\.CSV,INT236_V4_OPERATIONAL_METER_READINGS_1.CSV,,1,2026-04-27T14:10:00,2026-04-27T14:10:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_OUT_OF_MERIT_ORDER_GAS_{d12}.CSV,INT\d{3}_V\d{1}_OUT_OF_MERIT_ORDER_GAS_\d{1}\.CSV,INT291_V4_OUT_OF_MERIT_ORDER_GAS_1.CSV,,1,2026-04-27T12:48:00,2026-04-27T12:48:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_PIPE_SEGMENT_{d12}.CSV,INT\d{3}_V\d{1}_PIPE_SEGMENT_\d{1}\.CSV,INT259_V4_PIPE_SEGMENT_1.CSV,,1,2026-04-27T03:57:00,2026-04-27T03:57:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_PRICE_AND_WITHDRAWALS_RPT_{d12}.CSV,INT\d{3}_V\d{1}_PRICE_AND_WITHDRAWALS_RPT_\d{1}\.CSV,INT310_V1_PRICE_AND_WITHDRAWALS_RPT_1.CSV,,1,2026-04-27T11:51:00,2026-04-27T11:51:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_PUBLIC_METERING_DATA_{d12}.CSV,INT\d{3}_V\d{1}_PUBLIC_METERING_DATA_\d{1}\.CSV,INT150_V4_PUBLIC_METERING_DATA_1.CSV,,1,2026-04-27T13:15:00,2026-04-27T13:15:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_PUBLISHED_DAILY_HEATING_VALUE_NON_PTS_{d12}.CSV,INT\d{3}_V\d{1}_PUBLISHED_DAILY_HEATING_VALUE_NON_PTS_\d{1}\.CSV,INT439_V4_PUBLISHED_DAILY_HEATING_VALUE_NON_PTS_1.CSV,,1,2026-04-27T13:36:00,2026-04-27T13:36:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_SCHEDULED_RUN_LOG_{d12}_{d13}.CSV,INT\d{3}_V\d{1}_SCHEDULED_RUN_LOG_\d{1}_\d{1}\.CSV,INT108_V4_SCHEDULED_RUN_LOG_7_1.CSV,,1,2026-04-27T13:32:00,2026-04-27T13:32:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_SCHED_SYSTEM_TOTAL_{d12}.CSV,INT\d{3}_V\d{1}_SCHED_SYSTEM_TOTAL_\d{1}\.CSV,INT235_V4_SCHED_SYSTEM_TOTAL_1.CSV,,1,2026-04-27T13:34:00,2026-04-27T13:34:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_SCHED_WITHDRAWALS_{d12}.CSV,INT\d{3}_V\d{1}_SCHED_WITHDRAWALS_\d{1}\.CSV,INT050_V4_SCHED_WITHDRAWALS_1.CSV,,1,2026-04-27T13:32:00,2026-04-27T13:32:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_SDPC_{d12}.CSV,INT\d{3}_V\d{1}_SDPC_\d{1}\.CSV,INT111_V5_SDPC_1.CSV,,1,2026-04-27T13:32:00,2026-04-27T13:32:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_SETTLEMENTS_ACTIVITY_{d12}.CSV,INT\d{3}_V\d{1}_SETTLEMENTS_ACTIVITY_\d{1}\.CSV,INT312_V4_SETTLEMENTS_ACTIVITY_1.CSV,,1,2026-04-27T11:06:00,2026-04-27T11:06:00
Reports,CURRENT,VicGas,/Reports/CURRENT/VicGas/,/Reports/CURRENT/VicGas/,INT{d3}_V{d11}_SETTLEMENT_VERSION_{d12}.CSV,INT\d{3}_V\d{1}_SETTLEMENT_VERSION_\d{1}\.CSV,INT138_V4_SETTLEMENT_VERSION_1.CSV,,1,2026-04-27T14:09:00,2026-04-27T14:09:00
